Name,Link,Rating,Enroll,Instructor,Time,Level,Fee,Program,Subtitle,Subject,Organization,Knowledge,Programing Language,Tool,Platform,Framework,Knowledge_P,Programing Language_P,Tool_P,Platform_P,Framework_P
Communicating Data Science Results,https://www.coursera.org/learn/data-results,3.6,15.491,Bill Howe,8 hours,,1000,Data Science at Scale Specialization,"Subtitles: French, Portuguese (European), Russian, English, Spanish",Data Science,,"computer science, big data, mapreduce, visualizations, cloud computing, visualization, graph analysis, data science, linking perception, cognition, algorithms",,,University of Washington,,,,,,
Developing Data Products,https://www.coursera.org/learn/data-products,4.6,78.785,"Brian Caffo, PhD,Jeff Leek, PhD,Roger D. Peng, PhD",10 hours,,1000,,"Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish",Data Science,,data visualization,Interactivity          Plotly          Web Application          R Programming,,Johns Hopkins University,,,,,,
Data Pipelines with TensorFlow Data Services,https://www.coursera.org/learn/data-pipelines-tensorflow,4.3,15.282,Laurence Moroney,16 hours,Intermediate,1000,TensorFlow: Data and Deployment Specialization,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Computer Science,,etl,"Artificial Neural Network          Tensorflow          Extraction, Transformation And Loading (ETL)          Data Pipelines          TensorFlow Datasets      ",,DeepLearning.AI,,,,,,
Data Modeling and Regression Analysis in Business,https://www.coursera.org/learn/data-modeling-regression-analysis-business,4.3,6.636,Sridhar Seshadri,25 hours,Intermediate,1000,,"Subtitles: French, Portuguese (European), Russian, English, Spanish",Business,,"business managers, statistical inference, data description, regression",,,University of Illinois at Urbana-Champaign,,,,,,
Pattern Discovery in Data Mining,https://www.coursera.org/learn/data-patterns,4.3,36.522,Jiawei Han,17 hours,,1000,Data Mining  Specialization,"Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish",Data Science,,data mining,Streams          Sequential Pattern Mining          Data Mining Algorithms          Data Mining,,University of Illinois at Urbana-Champaign,,,,,,
Research Data Management and Sharing,https://www.coursera.org/learn/data-management,4.7,27.693,"Helen Tibbo,Sarah Jones",14 hours,,1000,,"Arabic, French, Portuguese (European), Chinese (Simplified), Italian, Vietnamese, German, Russian, English, Spanish",Data Science,,data lifecycle,Data Management Plan          Research Data Archiving          Metadata          Data Management,,"The University of North Carolina at Chapel Hill,The University of Edinburgh",,,,,,
Data Mining Project,https://www.coursera.org/learn/data-mining-project,4.6,6.166,"Jiawei Han,ChengXiang Zhai,John C. Hart",11 hours,,1000,Data Mining  Specialization,"Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish",Data Science,,"algorithms, data mining, visualization, map construction",Data Clustering Algorithms          Data Analysis          Natural Language Processing          Data Mining,,University of Illinois at Urbana-Champaign,,,,,,
Data Manipulation at Scale: Systems and Algorithms,https://www.coursera.org/learn/data-manipulation,4.3,57.771,Bill Howe,20 hours,,1000,Data Science at Scale Specialization,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Data Science,,"data analysis, computer science, nosql databases, mapreduce, data flow models, big data, parallel databases, parallel query processing, distributed systems, key-value, ecosystem of algorithms, large-scale analytics, in-database analytics, nosql systems, data science, relational algebra, data analytics",Relational Algebra          Python Programming          Mapreduce          SQL,,University of Washington,,,,,,
Data Mining Project,https://www.coursera.org/learn/data-mining-theory-practice-project,,,Qin (Christine) Lv,37 hours,Intermediate,1000,Data Mining Foundations and Practice Specialization,English,Data Science,,data mining,data mining project design and development          data mining project formulation          data mining project summary and presentation          data mining project process analysis and improvement,,University of Colorado Boulder,,data science,,,,
Data Mining Methods,https://www.coursera.org/learn/data-mining-methods,,,Qin (Christine) Lv,22 hours,Intermediate,1000,Data Mining Foundations and Practice Specialization,English,Data Science,,data mining pipeline,outlier analysis          clustering          classification          model evaluation          frequent pattern analysis,,University of Colorado Boulder,,data science,,,,
Data Mining Pipeline,https://www.coursera.org/learn/data-mining-pipeline,,,Qin (Christine) Lv,21 hours,Intermediate,1000,Data Mining Foundations and Practice Specialization,English,Data Science,,data mining pipeline,Data Pre-Processing          Data Warehousing          data understanding          data mining pipeline,,University of Colorado Boulder,,,,,,
Designing data-intensive applications,https://www.coursera.org/learn/data-intensive-applications,4.4,5.99,María del Pilar Ángeles,7 hours,Intermediate,1000,Database systems Specialization,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Data Science,,information systems,"Atomicity, Consistency, Isolation, Durability (ACID)          Applied Data Mining          Data Mining          Relational Database      ",,Universidad Nacional Autónoma de México,,,,,,
"Big Data, Genes, and Medicine",https://www.coursera.org/learn/data-genes-medicine,4.3,27.1,Isabelle Bichindaritz,40 hours,Advanced,1000,,"French, Portuguese (European), Russian, English, Spanish",Health,,"biomedical, big data, big data analytics, bioinformatics, big data science, biological, healthcare, data analytics",Bioinformatics          Data Clustering Algorithms          Big Data          R Programming,,The State University of New York,,,,,,
Applying Machine Learning to your Data with GCP,https://www.coursera.org/learn/data-insights-gcp-apply-ml,4.7,14.778,Google Cloud Training,10 hours,Intermediate,1000,From Data to Insights with Google Cloud Specialization,"French, Portuguese (European), Russian, English, Spanish, Japanese",Information Technology,,"ml, machine learning",Bigquery          Machine Learning          Google Cloud Platform          Cloud Computing,,Google Cloud,,,,,,
Data Literacy Capstone – Evaluating Research,https://www.coursera.org/learn/data-literacy-capstone-evaluating-research,,,"Jennifer Bachner, PhD",6 hours,Intermediate,1000,Data Literacy Specialization,English,Social Sciences,,"methodological approach, data literacy",Research Methods          research evaluation,,Johns Hopkins University,,,,,,
Data for Machine Learning,https://www.coursera.org/learn/data-machine-learning,4.4,6.297,Anna Koop,12 hours,Intermediate,1000,Machine Learning: Algorithms in the Real World Specialization,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Data Science,,"linear algebra, vector notation, median, mode, mean, statistics, probability distributions, machine learning, machine intelligence, overfitting, mitigation measures",Statistical Analysis          Machine Learning          Python Programming          Computer Programming          Linear Algebra,,Alberta Machine Intelligence Institute,,,,,,
"Data Collection: Online, Telephone and Face-to-face",https://www.coursera.org/learn/data-collection-methods,4.6,11.262,"Frederick Conrad, Ph.D.",21 hours,Beginner,1000,Survey Data Collection and Analytics  Specialization,"Subtitles: French, Portuguese (European), Russian, English, Spanish",Health,,"design decisions, data quality",,,University of Michigan,,,,,,
Data Collection and Processing with Python,https://www.coursera.org/learn/data-collection-processing-python,4.7,59.044,"Paul Resnick,Jaclyn Cohen",16 hours,Intermediate,1000,Python 3 Programming Specialization,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish",Computer Science,,"interne, apis, rest apis, internet",,,University of Michigan,,,,,,
Data-Driven Process Improvement,https://www.coursera.org/learn/data-driven-process-improvement,4.4,3.041,"Peter Baumgartner,Akshay Sivadas",9 hours,Beginner,1000,Data-Driven Decision Making (DDDM) Specialization,English,Business,,data integrity,Gap assessment          Business Process Mapping          KPIs          Data Collection          Data-Driven Decision Making,,"University at Buffalo,The State University of New York",,,,,,
Framework for Data Collection and Analysis,https://www.coursera.org/learn/data-collection-framework,4.2,23.665,"Frauke Kreuter, Ph.D.,Mariel Leonard",10 hours,Intermediate,1000,Survey Data Collection and Analytics  Specialization,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Data Science,,,Data Collection          Data Quality          Data Analysis          Data Generating Process,,"University of Maryland, College Park",,,,,,
Getting and Cleaning Data,https://www.coursera.org/learn/data-cleaning,4.6,189.906,"Jeff Leek, PhD,Roger D. Peng, PhD,Brian Caffo, PhD",20 hours,,1000,,"Arabic, French, Portuguese (European), Chinese (Simplified), Italian, Vietnamese, Korean, German, Russian, English, Spanish",Data Science,,data storage systems,Data Manipulation          Regular Expression (REGEX)          R Programming          Data Cleansing,,Johns Hopkins University,,,,,,
Combining and Analyzing Complex Data,https://www.coursera.org/learn/data-collection-analytics-project,4.2,7.132,"Richard Valliant, Ph.D.",10 hours,,1000,Survey Data Collection and Analytics  Specialization,Subtitles: English,Data Science,,"record linkage, statistical matching, descriptive statistics, logistic regressions",,,"University of Maryland, College Park",,,,,,
Data Analytics for Lean Six Sigma,https://www.coursera.org/learn/data-analytics-for-lean-six-sigma,4.8,47.764,Inez Zwetsloot,11 hours,Beginner,1000,,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish, Romanian",Data Science,,"data analytics, lean six sigma",Statistics          Lean Six Sigma          Data Analysis          Minitab,,University of Amsterdam,,,,,,
Data Analysis and Visualization,https://www.coursera.org/learn/data-analyze-visualize,4.4,3.384,"Peter Baumgartner,Brittany O'Dea",11 hours,Beginner,1000,Data-Driven Decision Making (DDDM) Specialization,English,Business,,"visualization, analysis",Data visualization tools          Data storytelling          Data analysis tools          Data-Driven Decision Making          Statistical process control (SPC),,"University at Buffalo,The State University of New York",,,,,,
Data Analytics Foundations for Accountancy II,https://www.coursera.org/learn/data-analytics-accountancy-2,,2.933,Robert Brunner,70 hours,,1000,,Subtitles: English,Data Science,,data analytics,,,University of Illinois at Urbana-Champaign,,,,,,
Advanced Business Analytics Capstone,https://www.coursera.org/learn/data-analytics-business-capstone,4.3,6.978,"Manuel Laguna,Dan Zhang,David Torgerson",19 hours,,1000,Advanced Business Analytics Specialization,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish",Data Science,," simulation based optimization, clustering, predictive analytics, prescriptive analytics,, data analytics",,,University of Colorado Boulder,,,,,,
